hex_0jitterx,hex_0jittery,hex_1jitterx,hex_1jittery,hex_5jitterx,hex_5jittery,reg_1jitterx,reg_1jittery,reg_5jitterx,reg_5jittery
0.0,0.0010918418540306655,0.0,0.0010917715925429152,0.0,0.0010879676928409819,0.0,0.0010875106569775553,0.0,0.001083932322524301
0.010000000000000002,0.0010918334044277618,0.010000000000000002,0.0010917634284607716,0.010000000000000002,0.0010879575407541314,0.010000000000000002,0.0010875059631433003,0.010000000000000002,0.0010839286847789513
0.02000000000000001,0.0010917969861147753,0.02000000000000001,0.0010917300137945748,0.02000000000000001,0.0010879510891030498,0.02000000000000001,0.001087475250479697,0.02000000000000001,0.0010839256878696862
0.03000000000000002,0.001091698806042632,0.03000000000000002,0.0010916407459122706,0.03000000000000002,0.0010879415517102468,0.03000000000000002,0.0010873859570851648,0.03000000000000002,0.0010839211637535672
0.04000000000000003,0.001091512794668429,0.04000000000000003,0.001091470716253493,0.04000000000000003,0.0010879145922697273,0.04000000000000003,0.0010871995442600663,0.04000000000000003,0.001083903325748022
0.05000000000000004,0.0010912125513463156,0.05000000000000004,0.0010911938550996507,0.05000000000000004,0.001087828979480726,0.05000000000000004,0.0010868674740107795,0.05000000000000004,0.0010838287500876396
0.060000000000000046,0.001090772113555107,0.060000000000000046,0.0010908014726187306,0.060000000000000046,0.0010876305601429225,0.060000000000000046,0.0010863757827808496,0.060000000000000046,0.0010836236953652243
0.07000000000000005,0.0010902137453388458,0.07000000000000005,0.0010902938358348143,0.07000000000000005,0.0010872821572175818,0.07000000000000005,0.0010857481834198462,0.07000000000000005,0.0010832438555866096
0.08000000000000006,0.0010895766682414239,0.08000000000000006,0.0010896707114103701,0.08000000000000006,0.001086771981390005,0.08000000000000006,0.0010850064094519705,0.08000000000000006,0.0010827071659548471
0.09000000000000007,0.001088874377610615,0.09000000000000007,0.0010890028337495468,0.09000000000000007,0.0010861516151580324,0.09000000000000007,0.0010841739771790039,0.09000000000000007,0.001082052022339155
0.10000000000000007,0.0010881551707281308,0.10000000000000007,0.001088281792575317,0.10000000000000007,0.0010854200625472167,0.10000000000000007,0.001083263450032199,0.10000000000000007,0.001081356690986747
0.11000000000000008,0.0010874247477716432,0.11000000000000008,0.0010875638290391441,0.11000000000000008,0.0010846372247505145,0.11000000000000008,0.0010822964001740722,0.11000000000000008,0.0010806625381968586
0.12000000000000009,0.0010866315959308767,0.12000000000000009,0.0010867748343929998,0.12000000000000009,0.001083841774757651,0.12000000000000009,0.0010813126284437986,0.12000000000000009,0.001080003411527362
0.1300000000000001,0.0010858502460683094,0.1300000000000001,0.0010860216703800188,0.1300000000000001,0.00108304252052726,0.1300000000000001,0.0010803758611843185,0.1300000000000001,0.0010793595521876697
0.1400000000000001,0.0010851236874672122,0.1400000000000001,0.0010853992921470317,0.1400000000000001,0.001082187824622938,0.1400000000000001,0.0010795745912245396,0.1400000000000001,0.001078679104257332
0.1500000000000001,0.0010844685253762454,0.1500000000000001,0.0010848206533404304,0.1500000000000001,0.0010813423215527006,0.1500000000000001,0.0010790141013267854,0.1500000000000001,0.001078048080214637
0.16000000000000011,0.0010838921489285576,0.16000000000000011,0.0010841044561330636,0.16000000000000011,0.001080519065918703,0.16000000000000011,0.0010788360871773288,0.16000000000000011,0.0010776055031590883
0.17000000000000012,0.001083372426317241,0.17000000000000012,0.0010836490273180084,0.17000000000000012,0.0010797670407171936,0.17000000000000012,0.0010789916986222489,0.17000000000000012,0.0010772434173413497
0.18000000000000013,0.0010828999154629004,0.18000000000000013,0.0010832190861054644,0.18000000000000013,0.001079166312220317,0.18000000000000013,0.001079302491737061,0.18000000000000013,0.0010769681722226443
0.19000000000000014,0.001082509215816859,0.19000000000000014,0.001082876866843748,0.19000000000000014,0.0010786151646981442,0.19000000000000014,0.0010796176311620798,0.19000000000000014,0.0010767956507638343
0.20000000000000015,0.0010821911524975317,0.20000000000000015,0.0010824384444228965,0.20000000000000015,0.001078151516939766,0.20000000000000015,0.0010799585225135782,0.20000000000000015,0.001076685876749243
0.21000000000000016,0.0010818315334419745,0.21000000000000016,0.001082173341037347,0.21000000000000016,0.001077791488252801,0.21000000000000016,0.0010803254912665789,0.21000000000000016,0.001076598636128922
0.22000000000000017,0.0010816238441007254,0.22000000000000017,0.001082029555676155,0.22000000000000017,0.001077591235705896,0.22000000000000017,0.001080608168357789,0.22000000000000017,0.0010765602163490557
0.23000000000000018,0.0010812818299176278,0.23000000000000018,0.0010819317025070859,0.23000000000000018,0.0010775481005311045,0.23000000000000018,0.0010808152832702885,0.23000000000000018,0.001076539541610682
0.24000000000000019,0.001081112387108253,0.24000000000000019,0.0010819526807050416,0.24000000000000019,0.0010775964796292208,0.24000000000000019,0.0010810459716070523,0.24000000000000019,0.0010764914464647202
0.25000000000000017,0.0010810457501102154,0.25000000000000017,0.0010821368541109682,0.25000000000000017,0.0010777824251837855,0.25000000000000017,0.001081242455594392,0.25000000000000017,0.0010764541262639556
0.2600000000000002,0.0010809671838753231,0.2600000000000002,0.0010825137875940332,0.2600000000000002,0.0010779694533528392,0.2600000000000002,0.0010814213778872546,0.2600000000000002,0.001076451174219927
0.2700000000000002,0.0010806926087412103,0.2700000000000002,0.0010828536635081247,0.2700000000000002,0.0010781353123719187,0.2700000000000002,0.001081632475105422,0.2700000000000002,0.0010764458948937384
0.2800000000000002,0.0010806327803993417,0.2800000000000002,0.0010831925170725492,0.2800000000000002,0.0010783127471170862,0.2800000000000002,0.0010818947163245094,0.2800000000000002,0.0010765304002379706
0.2900000000000002,0.0010805365230016203,0.2900000000000002,0.0010835684857272254,0.2900000000000002,0.0010784736151663791,0.2900000000000002,0.0010820446057115633,0.2900000000000002,0.0010767004606060699
0.3000000000000002,0.0010802913064440814,0.3000000000000002,0.0010838233707818996,0.3000000000000002,0.0010786649366533708,0.3000000000000002,0.0010821504312264404,0.3000000000000002,0.0010767487462767995
0.3100000000000002,0.0010799393010550887,0.3100000000000002,0.001083884566974579,0.3100000000000002,0.001078868892444322,0.3100000000000002,0.001082270346108047,0.3100000000000002,0.001076764671777716
0.32000000000000023,0.0010795839787633896,0.32000000000000023,0.0010838904993394165,0.32000000000000023,0.001079028671832517,0.32000000000000023,0.0010823127256889093,0.32000000000000023,0.0010768666148615617
0.33000000000000024,0.0010790570720610644,0.33000000000000024,0.0010839260620401547,0.33000000000000024,0.0010791329802473367,0.33000000000000024,0.0010824046983635674,0.33000000000000024,0.0010769340996661697
0.34000000000000025,0.001078044885012069,0.34000000000000025,0.0010838146446056516,0.34000000000000025,0.0010792534976083613,0.34000000000000025,0.0010824192954990593,0.34000000000000025,0.0010769693902760817
0.35000000000000026,0.0010766782235710171,0.35000000000000026,0.001083457921105708,0.35000000000000026,0.0010793691846764622,0.35000000000000026,0.0010823866748397503,0.35000000000000026,0.0010770188454182533
0.36000000000000026,0.0010749482104539638,0.36000000000000026,0.0010830382627796532,0.36000000000000026,0.001079439512831351,0.36000000000000026,0.0010823505732528128,0.36000000000000026,0.0010770700549760667
0.3700000000000003,0.0010733857049363602,0.3700000000000003,0.0010827586520524405,0.3700000000000003,0.0010794973516785311,0.3700000000000003,0.0010821908149436853,0.3700000000000003,0.0010770601487765708
0.3800000000000003,0.001071691443831863,0.3800000000000003,0.00108268813937192,0.3800000000000003,0.0010795493236826171,0.3800000000000003,0.0010821200488489887,0.3800000000000003,0.0010770189632558955
0.3900000000000003,0.0010701250181989624,0.3900000000000003,0.0010826110594053407,0.3899853638648761,0.0010795853878782754,0.3900000000000003,0.0010820272571062262,0.3900000000000003,0.0010770805194782883
0.4000000000000003,0.0010687757813438472,0.4000000000000003,0.0010823871577116766,0.39987586907261574,0.0010796829725190805,0.4000000000000003,0.0010819118872411092,0.4000000000000003,0.0010770659475503308
0.4100000000000003,0.0010674774689977326,0.4100000000000003,0.0010821582435724638,0.4096967224419349,0.001079785883322976,0.4100000000000003,0.0010818694884297314,0.4100000000000003,0.0010771264809620441
0.4200000000000003,0.001066294978890112,0.4200000000000003,0.0010819995826803418,0.4196058024438828,0.00107983860542394,0.4200000000000003,0.001081736569640081,0.4200000000000003,0.001077185577284921
0.4300000000000003,0.0010654164597315573,0.4300000000000003,0.001081816548815059,0.4295727874797671,0.0010799052211113984,0.4300000000000003,0.0010816292845832937,0.4300000000000003,0.0010771868201206367
0.44000000000000034,0.0010648862037800498,0.44000000000000034,0.0010816861923761663,0.4394811827077066,0.0010799833040348221,0.44000000000000034,0.001081513378923797,0.44000000000000034,0.0010771270720306221
0.45000000000000034,0.001064139348764091,0.45000000000000034,0.0010815737056341576,0.44932896869677175,0.0010799707194650155,0.45000000000000034,0.001081340702813766,0.45000000000000034,0.0010772386542248161
0.46000000000000035,0.0010633604031038116,0.46000000000000035,0.001081461864010242,0.4592259953819985,0.0010799353136271938,0.46000000000000035,0.0010811533481286221,0.46000000000000035,0.0010772546913173056
0.47000000000000036,0.001062246902522213,0.47000000000000036,0.0010810930742656865,0.46921971871713186,0.0010799213467066312,0.47000000000000036,0.0010810873525309542,0.47000000000000036,0.0010771533456200204
0.48000000000000037,0.0010609198465039655,0.48000000000000037,0.0010806764662105012,0.4791250430469473,0.0010798976184716279,0.48000000000000037,0.0010809367719500525,0.48000000000000037,0.0010770961646464432
0.4900000000000004,0.0010598230759635628,0.4900000000000004,0.0010805025239573733,0.4891250430469473,0.0010799202153006719,0.4900000000000004,0.0010807892894541006,0.4900000000000004,0.0010771086074667937
